Death No.,Season,Episode,Victim_Allegiance,Character_ID,Character_Name,Victim,Method,Location,Victim URL,Location_ID
1956,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1957,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1958,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1959,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1960,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1961,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1962,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1963,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1964,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1965,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1966,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1967,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1968,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1969,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1970,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1971,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1972,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1973,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1974,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1975,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1976,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1977,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1978,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1979,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1980,8,5,None,CH044,Daenerys Targaryen,Cersei Lannister,Crushed by Rubble,King's Landing,,
1981,8,5,None,CH044,Daenerys Targaryen,Jaime Lannister,Crushed by Rubble,King's Landing,,
1982,8,5,None,CH044,Daenerys Targaryen,Harry Strickland,Dragonfire (Dragon),King's Landing,,
1983,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1984,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1985,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1986,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1987,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1988,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1989,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1990,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1991,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1992,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1993,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1994,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1995,8,5,None,CH044,Daenerys Targaryen,Lannister soldier,Dragonfire (Dragon),King's Landing,,
1996,8,5,None,CH044,Daenerys Targaryen,Varys,Dragonfire (Dragon),Dragonstone,,
1997,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
1998,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
1999,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2000,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2001,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2002,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2003,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2004,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2005,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2006,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2007,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2008,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2009,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2010,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2011,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2012,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2013,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2014,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2015,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2016,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2017,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2018,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2019,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2020,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2021,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2022,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2023,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2024,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2025,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2026,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2027,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2028,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2029,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2030,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2031,8,5,House Lannister,CH080,Grey Worm,King's Landing Citizen,Spear,King's Landing,,
2032,8,5,House Lannister,CH230,Stark Soldier,King's Landing Citizen,Sword,King's Landing,,
2033,8,5,House Lannister,CH230,Stark Soldier,King's Landing Citizen,Axe,King's Landing,,
2034,8,5,House Lannister,CH080,Grey Worm,King's Landing Citizen,Spear,King's Landing,,
2035,8,5,House Lannister,CH105,Jon Snow,King's Landing Citizen,Sword,King's Landing,,
2036,8,5,House Lannister,CH105,Jon Snow,King's Landing Citizen,Sword,King's Landing,,
2037,8,5,House Lannister,CH105,Jon Snow,King's Landing Citizen,Sword,King's Landing,,
2038,8,5,House Lannister,CH230,Stark Soldier,King's Landing Citizen,Axe,King's Landing,,
2039,8,5,House Lannister,CH230,Stark Soldier,King's Landing Citizen,Axe,King's Landing,,
2040,8,5,House Lannister,CH080,Grey Worm,King's Landing Citizen,Spear,King's Landing,,
2041,8,5,House Lannister,CH080,Grey Worm,King's Landing Citizen,Spear,King's Landing,,
2042,8,5,House Lannister,CH080,Grey Worm,King's Landing Citizen,Spear,King's Landing,,
2043,8,5,House Lannister,CH080,Grey Worm,King's Landing Citizen,Spear,King's Landing,,
2044,8,5,House Lannister,CH080,Grey Worm,King's Landing Citizen,Spear,King's Landing,,
2045,8,5,House Lannister,CH080,Grey Worm,King's Landing Citizen,Spear,King's Landing,,
2046,8,5,House Lannister,CH230,Stark Soldier,King's Landing Citizen,Sword,King's Landing,,
2047,8,5,House Lannister,CH230,Stark Soldier,King's Landing Citizen,Sword,King's Landing,,
2048,8,5,House Lannister,CH230,Stark Soldier,King's Landing Citizen,Sword,King's Landing,,
2049,8,5,House Lannister,CH230,Stark Soldier,King's Landing Citizen,Axe,King's Landing,,
2050,8,5,House Lannister,CH080,Grey Worm,King's Landing Citizen,Spear,King's Landing,,
2051,8,5,House Lannister,CH080,Grey Worm,King's Landing Citizen,Spear,King's Landing,,
2052,8,5,House Lannister,CH080,Grey Worm,King's Landing Citizen,Spear,King's Landing,,
2053,8,5,House Lannister,CH080,Grey Worm,King's Landing Citizen,Spear,King's Landing,,
2054,8,5,House Lannister,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2055,8,5,House Lannister,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2056,8,5,House Lannister,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2057,8,5,House Lannister,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2058,8,5,House Lannister,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2059,8,5,House Lannister,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2060,8,5,House Lannister,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2061,8,5,House Lannister,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2062,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2063,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2064,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2065,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2066,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2067,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2068,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2069,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2070,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2071,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2072,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2073,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2074,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2075,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2076,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2077,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2078,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2079,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2080,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2081,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2082,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2083,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2084,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2085,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2086,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2087,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2088,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2089,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2090,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2091,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2092,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2093,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2094,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2095,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2096,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2097,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2098,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2099,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2100,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2101,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2102,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2103,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2104,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2105,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2106,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2107,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2108,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2109,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2110,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2111,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2112,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2113,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2114,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2115,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2116,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2117,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2118,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2119,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2120,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2121,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2122,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2123,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2124,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2125,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2126,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2127,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2128,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2129,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2130,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2131,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2132,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2133,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2134,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2135,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2136,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2137,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2138,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2139,8,5,None,CH044,Daenerys Targaryen,King's Landing Citizen,Dragonfire (Dragon),King's Landing,,
2140,8,5,House Lannister,CH263,Unsullied,King's Landing Citizen,Spear,King's Landing,,
2141,8,5,House Lannister,CH105,Jon Snow,King's Landing Citizen,Sword,King's Landing,,
2142,8,5,House Lannister,CH105,Jon Snow,King's Landing Citizen,Sword,King's Landing,,
2143,8,5,House Lannister,CH230,Stark Soldier,King's Landing Citizen,Sword,King's Landing,,
2144,8,5,House Lannister,CH230,Stark Soldier,King's Landing Citizen,Sword,King's Landing,,
2145,8,5,None,CH230,Stark Soldier,King's Landing Citizen,Sword,King's Landing,,
2146,8,5,None,CH230,Stark Soldier,King's Landing Citizen,Sword,King's Landing,,
2147,8,5,None,CH230,Stark Soldier,King's Landing Citizen,Sword,King's Landing,,
2148,8,5,None,CH230,Stark Soldier,King's Landing Citizen,Sword,King's Landing,,
