Death_No.,Season,Episode,Character_ID,Victim_House,Character_Name,Victim,Victim_URL,Method,Location,Location_ID
1777,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1778,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1779,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1780,8,5,CH080,House Lannister,Grey Worm,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Spear,King's Landing,LOC021
1781,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1782,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1783,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1784,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1785,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1786,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1787,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1788,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1789,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1790,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1791,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1792,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1793,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1794,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1795,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1796,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1797,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1798,8,5,CH055,House Lannister,Dothraki man,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Arakh,King's Landing,LOC021
1799,8,5,CH230,House Lannister,Stark Soldier,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Sword,King's Landing,LOC021
1800,8,5,CH230,House Lannister,Stark Soldier,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Sword,King's Landing,LOC021
1801,8,5,CH230,House Lannister,Stark Soldier,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Sword,King's Landing,LOC021
1802,8,5,CH230,House Lannister,Stark Soldier,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Sword,King's Landing,LOC021
1803,8,5,CH230,House Lannister,Stark Soldier,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Sword,King's Landing,LOC021
1804,8,5,CH230,House Lannister,Stark Soldier,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Sword,King's Landing,LOC021
1805,8,5,CH230,House Lannister,Stark Soldier,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Sword,King's Landing,LOC021
1806,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1807,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1808,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1809,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1810,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1811,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1812,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1813,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1814,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1815,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1816,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1817,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1818,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1819,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1820,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1821,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1822,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1823,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1824,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1825,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1826,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1827,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1828,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1829,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1830,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1831,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1832,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1833,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1834,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1835,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1836,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1837,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1838,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1839,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1840,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1841,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1842,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1843,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1844,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1845,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1846,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1847,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1848,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1849,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1850,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1851,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1852,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1853,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
